tipo_cultivo,ubicacion_geografica,tamano_finca,rendimiento_cultivo,uso_fertilizantes,precio_venta (€/kg)
Tomates,"Alameda de Juanita Badía 4 Piso 6 
Tarragona, 02031",52,700,No,2
Tomates,"Urbanización Trinidad Crespo 80 Piso 8 
Sevilla, 07670",74,190,Sí,2
Tomates,"Pasadizo de Leocadio Cuevas 390
Valencia, 35742",56,149,No,8
Tomates,"Vial de María Teresa Echeverría 15
Cuenca, 34571",12,256,No,5
Tomates,"Callejón Eutropio Llorens 50
Valencia, 29248",20,655,No,5
Tomates,"Cañada Nazaret Contreras 50
Jaén, 34363",9,359,Sí,5
Tomates,"Ronda de Paulina Batalla 3 Piso 6 
Burgos, 19407",69,771,Sí,8
Tomates,"Paseo de Armando Palau 874
Soria, 49314",16,209,Sí,1
Tomates,"Paseo Zaira Llanos 5
Cáceres, 29914",27,974,No,2
Tomates,"Acceso de Vicente Conesa 9 Puerta 4 
Pontevedra, 06722",72,286,No,5
Tomates,"Plaza Anita Hernández 59
Baleares, 01774",84,426,No,8
Tomates,"Glorieta Cesar Jordá 95
Vizcaya, 29136",70,624,No,5
Tomates,"Plaza de Juan Antonio Santana 5 Piso 1 
Baleares, 35855",87,505,No,4
Tomates,"Via Aura Riquelme 76
Melilla, 08758",22,104,Sí,6
Tomates,"Pasaje Edmundo Coronado 6 Puerta 6 
Cuenca, 42293",24,468,Sí,2
Tomates,"Acceso de Josefina Solera 31 Apt. 90 
Las Palmas, 35878",64,807,Sí,7
Tomates,"Via de Albert Vara 54
Lugo, 49457",61,692,No,3
Tomates,"Via Aurelia Ayala 39
Navarra, 46926",33,685,No,2
Tomates,"Callejón de Moisés Palmer 214 Piso 6 
La Rioja, 03896",5,738,No,5
Tomates,"Alameda Nico Quero 21 Apt. 51 
Granada, 06540",44,635,No,3
Tomates,"Alameda de Carolina Conesa 719
Ávila, 27497",44,408,Sí,7
Tomates,"Rambla Carlito Rosell 96
Zaragoza, 13366",71,598,No,5
Tomates,"Glorieta Josefa Zorrilla 92
Melilla, 08643",41,557,Sí,7
Tomates,"C. Ainara Gracia 6 Apt. 17 
Segovia, 31265",60,548,Sí,6
Tomates,"Acceso Rebeca Calleja 729 Puerta 3 
Salamanca, 36493",57,680,Sí,6
Tomates,"Cañada de Quique Olmo 24 Piso 8 
Murcia, 37297",26,704,Sí,2
Tomates,"Cuesta Obdulia Arregui 28
Segovia, 12230",34,168,No,4
Tomates,"Avenida Graciana Ramírez 41
Álava, 09014",71,435,Sí,4
Tomates,"Via Telmo Castelló 977
Castellón, 32510",63,473,No,3
Tomates,"Callejón de Pía Barberá 4 Piso 2 
Asturias, 35550",18,296,Sí,4
Tomates,"Plaza de Hernán Puente 44 Apt. 23 
Tarragona, 31362",76,684,No,2
Tomates,"Callejón de Albert Mariscal 56
Pontevedra, 46475",87,690,No,5
Tomates,"Rambla de Palmira Falcó 70 Apt. 93 
Granada, 06700",18,556,No,2
Tomates,"C. Rodolfo Vallejo 11
Toledo, 49039",24,562,No,1
Tomates,"Paseo de Victorino Bayón 76
Almería, 34023",87,553,Sí,3
Tomates,"Alameda Elías Hervia 5
Valladolid, 02878",63,674,Sí,2
Tomates,"Vial de Prudencia Paz 167 Piso 8 
Cantabria, 01443",57,848,No,5
Tomates,"Avenida de Gregorio Piñol 37
Lleida, 08846",6,539,Sí,3
Tomates,"Urbanización de Aitana Acevedo 33
Jaén, 02776",17,627,Sí,4
Tomates,"Cuesta de Jonatan Alonso 4 Piso 3 
Valladolid, 31306",47,742,Sí,6
Tomates,"Calle de Maximiano Huguet 94 Puerta 3 
Valladolid, 23028",65,547,Sí,1
Tomates,"Plaza Lola Echevarría 19
Toledo, 41479",89,217,No,7
Tomates,"Calle Verónica Peña 72 Puerta 8 
Guipúzcoa, 32741",27,163,No,1
Tomates,"Acceso de Alfredo Cid 77 Puerta 7 
Madrid, 07364",4,566,Sí,6
Tomates,"Urbanización de Florencio Berenguer 77
Zamora, 30969",25,911,No,7
Tomates,"Glorieta de Poncio Cabanillas 53 Apt. 53 
Asturias, 15896",13,808,No,2
Tomates,"Calle de Marta Caparrós 60
Teruel, 09383",49,737,No,2
Tomates,"C. Ale Avilés 95
Zaragoza, 34120",66,582,Sí,3
Tomates,"Camino de Epifanio Almansa 95 Apt. 98 
Albacete, 22942",82,333,No,2
Tomates,"Rambla de Jesús Toro 10
Albacete, 31429",4,329,No,5
Tomates,"Acceso de Rómulo Madrid 27 Piso 0 
Baleares, 27508",13,161,No,1
Tomates,"Cuesta de Loreto Cuevas 463 Apt. 04 
Las Palmas, 17369",42,410,Sí,5
Tomates,"Pasaje Amelia Pareja 37 Puerta 0 
Málaga, 16229",23,314,Sí,4
Tomates,"Glorieta de Elisa Blanch 23
Vizcaya, 27435",70,369,Sí,4
Tomates,"Callejón de Irma Pedrosa 5 Apt. 42 
Sevilla, 31306",52,743,Sí,7
Tomates,"C. de Severiano Jódar 177
Albacete, 13918",25,594,No,1
Tomates,"Via Claudia Aguilar 24
Álava, 34062",91,901,Sí,5
Tomates,"Alameda Óscar Verdugo 10 Puerta 8 
Cáceres, 12559",45,400,No,3
Tomates,"Cañada Adela Canet 738 Puerta 7 
Zamora, 20963",29,874,No,3
Tomates,"Plaza de Consuelo Castillo 171
Huesca, 24582",2,169,No,7
Tomates,"Plaza de Leire Cánovas 9
Tarragona, 13322",22,387,No,7
Tomates,"Cuesta de Horacio Garrido 76
Sevilla, 05372",6,829,Sí,5
Tomates,"Cuesta de Sara Rius 69 Puerta 6 
Asturias, 10710",93,536,Sí,2
Tomates,"Callejón de Fausto Losada 326 Puerta 6 
La Rioja, 30881",29,522,Sí,4
Tomates,"Glorieta de Jacinta Montalbán 6
Navarra, 05597",19,582,No,6
Tomates,"Callejón de José Mari Escudero 340
Castellón, 31158",44,312,No,2
Tomates,"Ronda Porfirio Blazquez 81
Lugo, 04831",6,872,No,6
Tomates,"Avenida de César Marti 633
Álava, 51934",69,516,Sí,1
Tomates,"Ronda Macario Talavera 84
Álava, 01580",1,573,No,3
Tomates,"Paseo Felix Gelabert 14
Guipúzcoa, 02136",43,554,No,4
Tomates,"Pasadizo de Teodoro Buendía 49 Apt. 20 
Baleares, 05727",80,843,No,8
Tomates,"Acceso de Agustín Lucas 7 Apt. 87 
Soria, 14870",17,118,No,3
Tomates,"Plaza Agustina Ortuño 87 Puerta 5 
Palencia, 27363",40,934,No,3
Tomates,"Avenida de Adalberto Oller 69 Puerta 1 
Lleida, 37397",98,702,No,1
Tomates,"Via Vicenta Gomis 853 Piso 4 
Cantabria, 11317",26,388,No,8
Tomates,"Plaza Erasmo Donaire 95 Apt. 64 
Granada, 40151",75,589,Sí,5
Tomates,"Via Celestina Peñas 395
Pontevedra, 24009",49,550,Sí,1
Tomates,"Acceso de Elba Gaya 50 Puerta 9 
Sevilla, 33533",60,722,No,1
Tomates,"Rambla María Piñol 5
Cáceres, 49883",44,750,Sí,2
Tomates,"Camino Telmo Vicens 58 Puerta 2 
Cádiz, 20282",21,252,Sí,2
Tomates,"C. Edu Camino 15
Madrid, 48002",39,222,Sí,5
Tomates,"Alameda Francisca Lopez 4
Lleida, 04805",53,517,No,3
Tomates,"Vial de Bernabé Borrego 87
Almería, 15234",52,455,No,6
Tomates,"Callejón Ángela Flor 36 Apt. 60 
Teruel, 37610",54,374,No,7
Tomates,"Plaza Gaspar Olivé 18 Puerta 9 
Teruel, 11227",24,151,Sí,1
Tomates,"Avenida de Reinaldo Amador 35 Piso 3 
Valencia, 27416",28,307,No,2
Tomates,"Via de María Cristina Gimeno 27 Piso 1 
Guipúzcoa, 34177",4,531,Sí,1
Tomates,"C. Sergio Garcés 93 Puerta 9 
Vizcaya, 09310",63,107,Sí,7
Tomates,"Vial de Víctor Peralta 54
Málaga, 01146",13,349,Sí,3
Tomates,"Alameda Lupe Cerdán 73
Huesca, 38676",100,602,Sí,4
Tomates,"Pasaje Celestina Chamorro 8
Huelva, 21425",50,138,Sí,5
Tomates,"Via de Alcides Carranza 422 Piso 4 
Castellón, 12189",88,133,Sí,7
Tomates,"Rambla Etelvina Nevado 7 Piso 5 
Ávila, 34233",67,440,No,5
Tomates,"Cañada de Aitor Segarra 37
Ciudad, 04130",34,387,No,2
Tomates,"Alameda Adelardo Boix 1
Guipúzcoa, 17127",92,749,Sí,1
Tomates,"Ronda Manu Macías 46
Burgos, 35071",83,692,Sí,6
Tomates,"Avenida de Moreno Franch 489
Pontevedra, 25310",13,730,No,1
Tomates,"Glorieta de Emma Huguet 299
Valladolid, 31843",52,908,Sí,7
Tomates,"Pasaje Tamara Urrutia 256 Apt. 66 
Guadalajara, 16506",53,328,No,6
Tomates,"Ronda Juana Jurado 32 Apt. 42 
Cuenca, 32913",69,782,No,3
Tomates,"Paseo de Aitana Posada 5
León, 03658",26,780,Sí,6
Tomates,"Pasaje Sandalio Oliveras 31 Apt. 05 
Las Palmas, 29684",65,283,Sí,2
Tomates,"Pasaje de Néstor Calderón 5
León, 03953",24,446,No,6
Tomates,"Paseo de Marc González 52 Puerta 7 
Cáceres, 20053",94,124,No,2
Tomates,"Avenida de Graciano Pineda 8
Segovia, 35870",44,986,No,8
Tomates,"Calle Manu Sanchez 59 Apt. 11 
Madrid, 47911",33,267,Sí,3
Tomates,"Pasadizo Ignacia Villalba 834
León, 33474",84,132,Sí,8
Tomates,"Acceso Tiburcio Alberto 986
Navarra, 34388",74,195,No,7
Tomates,"Avenida de Gervasio Cisneros 36
Ceuta, 01446",57,739,No,3
Tomates,"Callejón Epifanio Prat 5
Asturias, 33065",7,659,Sí,8
Tomates,"Urbanización de Fabricio Carrión 67
Vizcaya, 31724",100,729,No,6
Tomates,"Ronda Marcelo Blasco 57
La Coruña, 21563",82,793,No,4
Tomates,"Alameda de Eugenia Fabregat 17
Guipúzcoa, 01304",64,769,No,7
Tomates,"Alameda de Begoña Marti 59 Apt. 66 
Melilla, 51508",25,730,Sí,3
Tomates,"Vial de Norberto Porras 23 Piso 0 
Tarragona, 42429",28,354,No,8
Tomates,"C. de Luz Gallart 89 Puerta 9 
Toledo, 50761",64,939,Sí,8
Tomates,"C. Poncio Rius 9 Piso 9 
Castellón, 18857",69,543,No,3
Tomates,"Cuesta de Albino Hidalgo 91 Piso 1 
Almería, 02594",7,851,No,3
Tomates,"Acceso Benita Ledesma 64 Apt. 03 
La Coruña, 08639",56,265,Sí,2
Tomates,"Rambla Nicodemo Nieto 69
Murcia, 43723",37,674,Sí,6
Tomates,"Glorieta de Emigdio Ledesma 48 Puerta 5 
Toledo, 51476",30,408,Sí,2
Tomates,"Urbanización Ana Belén Pulido 56 Puerta 7 
La Coruña, 50596",32,847,No,3
Tomates,"Ronda de Daniela Escobar 11 Apt. 03 
Almería, 10904",58,455,No,6
Tomates,"Cañada Eulalia Fortuny 50
Melilla, 19829",6,711,Sí,3
Tomates,"Callejón Gabriel Cabello 16
Cádiz, 31334",6,456,No,6
Tomates,"Pasaje Guadalupe Prieto 805 Puerta 6 
Huesca, 40040",95,714,Sí,3
Tomates,"Cuesta Ascensión Valderrama 32 Piso 8 
Valladolid, 28675",68,472,No,8
Tomates,"Urbanización de Isa Vicens 3 Puerta 9 
Baleares, 35726",21,894,No,1
Tomates,"Pasaje de Fito Torre 15 Apt. 65 
Asturias, 11605",59,790,Sí,5
Tomates,"Callejón Remigio Aguilar 741 Puerta 2 
Zamora, 28811",19,137,No,6
Tomates,"Rambla de Cosme Carrera 6 Piso 9 
Málaga, 05440",66,988,Sí,4
Tomates,"Via Lupita Mendez 8
Jaén, 48562",97,793,No,6
Tomates,"Rambla de Milagros Vilalta 5
Ciudad, 06551",88,996,No,8
Tomates,"Paseo Luisa Garrido 89 Piso 4 
Ceuta, 26316",78,422,Sí,6
Tomates,"Urbanización Olga Acedo 87
Melilla, 50357",47,134,Sí,1
Tomates,"Callejón de Reinaldo Frías 661
Cáceres, 05843",75,609,Sí,5
Tomates,"Rambla Custodia Vila 74 Puerta 4 
Vizcaya, 31739",1,460,Sí,7
Tomates,"C. Ale Bermejo 49
Melilla, 36457",12,248,No,1
Tomates,"C. René Aznar 59
Córdoba, 21076",29,467,No,6
Tomates,"Camino de Chita Ariza 865
Valladolid, 04089",11,369,No,6
Tomates,"Alameda de Rosalina Miranda 273 Piso 9 
Albacete, 46979",86,803,No,8
Tomates,"Cuesta Nicodemo Castrillo 840 Apt. 58 
Valencia, 35800",44,972,No,4
Tomates,"Urbanización Aroa Macías 372
Sevilla, 45054",9,178,No,2
Tomates,"Camino de Cebrián Pozo 23 Apt. 06 
La Coruña, 05515",72,923,No,7
Tomates,"Cañada de José Ángel Iriarte 845
Lugo, 07058",78,182,Sí,1
Tomates,"Avenida de Aránzazu Falcó 45
Murcia, 39707",92,799,Sí,1
Tomates,"Glorieta de África Baquero 50 Puerta 0 
Teruel, 49097",51,411,No,1
Tomates,"Paseo Patricia Juliá 7 Apt. 46 
Alicante, 33316",41,772,Sí,5
Tomates,"Urbanización de Pascual Jurado 68 Piso 9 
Cádiz, 08020",5,746,No,7
Tomates,"C. Eloísa Sáez 36 Puerta 6 
Cantabria, 44235",50,129,No,1
Tomates,"Via Zacarías Herrera 80 Piso 7 
Lugo, 02004",59,486,Sí,8
Tomates,"C. Amor Mariscal 91
Murcia, 25657",41,390,Sí,8
Tomates,"Calle Piedad Rojas 493
Granada, 35896",47,756,No,1
Tomates,"Rambla Matías Amo 2
Guipúzcoa, 36595",32,181,Sí,4
Tomates,"Pasadizo Gonzalo Pizarro 84
Asturias, 27856",86,568,No,6
Tomates,"Glorieta de Bartolomé Hernandez 92 Apt. 33 
Ceuta, 20379",49,724,Sí,3
Tomates,"Via de René Guillen 86 Piso 7 
Vizcaya, 08211",3,532,No,8
Tomates,"C. Moreno Carrillo 669 Apt. 97 
Melilla, 10220",31,574,No,7
Tomates,"C. Custodio Blanes 659 Piso 8 
Lugo, 19117",25,512,No,5
Tomates,"Vial Isa Larrea 18 Piso 7 
Las Palmas, 42005",53,363,No,7
Tomates,"Paseo Reynaldo Sáez 42
Teruel, 20443",5,247,Sí,1
Tomates,"Pasaje Carmina Bonilla 90 Puerta 4 
Girona, 12801",100,224,Sí,5
Tomates,"Via Toño Barceló 74
León, 27155",47,448,No,4
Tomates,"Pasaje Octavio Comas 8
Las Palmas, 04343",66,850,Sí,5
Tomates,"Camino de Claudia Ribas 39
Barcelona, 04545",92,556,No,8
Tomates,"Rambla Iris Fabra 21
Cuenca, 25535",27,759,Sí,2
Tomates,"Avenida de Reynaldo Camps 33 Apt. 46 
Cantabria, 39313",42,454,Sí,7
Tomates,"Glorieta Azucena Verdú 61
Zaragoza, 34220",2,280,Sí,4
Tomates,"Pasadizo Eloísa Lucas 52 Piso 6 
Burgos, 43711",33,974,Sí,5
Tomates,"Glorieta de Aitana Blanca 15
Almería, 15184",90,379,Sí,2
Tomates,"Vial Nicolás Lobato 33
Huelva, 44016",57,756,No,6
Tomates,"Ronda Alcides Zorrilla 65
Sevilla, 33996",57,310,Sí,6
Tomates,"Acceso de Fátima Iborra 74
Álava, 40717",42,543,No,3
Tomates,"Paseo de Ricardo Tena 2 Piso 1 
Lleida, 26603",13,687,Sí,1
Tomates,"Cañada de María Alcolea 36
Castellón, 16790",59,921,Sí,4
Tomates,"Urbanización Maximino Moles 35
Las Palmas, 05874",67,402,No,1
Tomates,"Via de Fátima Santiago 526 Piso 7 
Guadalajara, 33999",57,482,No,6
Tomates,"Ronda de Verónica Calderon 88 Puerta 9 
Lugo, 37058",74,132,No,3
Tomates,"Cañada de Carlos Barrera 3
Zaragoza, 21447",75,877,No,4
Tomates,"Rambla de Modesto Agustí 77 Puerta 7 
Toledo, 36364",85,663,Sí,8
Tomates,"Acceso Hermenegildo Quirós 88 Puerta 5 
Madrid, 15178",86,211,Sí,7
Tomates,"Cañada de Cleto Mate 68 Piso 0 
Guipúzcoa, 35609",82,708,No,1
Tomates,"Callejón de Severino Santos 6 Apt. 60 
Madrid, 16467",78,664,No,3
Tomates,"Camino de Aurelio Cobos 62
Lugo, 44219",100,946,Sí,7
Tomates,"Alameda de Pepita Palmer 96
Ourense, 41983",3,996,No,7
Tomates,"Via de Teófilo Tejera 37
Córdoba, 21843",11,126,No,2
Tomates,"Pasadizo Mercedes Melero 33 Puerta 7 
Santa Cruz de Tenerife, 16312",62,188,Sí,4
Tomates,"Pasadizo Selena Mir 14 Piso 1 
Cáceres, 51252",97,919,No,5
Tomates,"Callejón Azucena Pastor 45
Asturias, 23830",23,858,Sí,6
Tomates,"Vial José Morales 13
La Coruña, 21904",97,366,No,5
Tomates,"Acceso de Ramiro Vázquez 923
Albacete, 39802",35,274,No,4
Tomates,"Cañada de Remedios Castilla 18 Apt. 72 
La Rioja, 18274",71,549,No,2
Tomates,"C. Basilio Tormo 99 Puerta 5 
Ávila, 13244",28,455,Sí,8
Tomates,"Callejón Felipa Alcántara 96
Madrid, 07925",54,344,Sí,7
Tomates,"Urbanización Anastasio Tur 947
Salamanca, 23600",82,182,No,6
Tomates,"Calle de Octavia Puig 76 Piso 7 
Ávila, 24283",15,818,Sí,7
Tomates,"Glorieta Cecilio Llamas 30
Ávila, 22292",25,460,Sí,7
Tomates,"Plaza Gloria Marti 1
Alicante, 11487",19,604,Sí,5
Tomates,"Pasaje de Francisco Jose Aramburu 82
Tarragona, 43402",34,496,Sí,4
Tomates,"Cañada de Elías Ferrán 70 Apt. 02 
Segovia, 08676",64,872,No,3
Tomates,"Cañada de Agapito Tenorio 6
Lugo, 08189",92,479,Sí,8
Tomates,"Vial Ainoa Gargallo 58
Huelva, 45623",40,268,No,3
Tomates,"Cañada de Saturnina Amo 429
León, 12729",30,504,No,2
Tomates,"Callejón de Wilfredo Antón 23 Puerta 3 
Alicante, 24909",21,438,Sí,7
Tomates,"Plaza Emiliana Flores 15 Puerta 0 
Cáceres, 21442",63,209,Sí,2
Tomates,"Via de Paulina Soto 68 Piso 4 
Toledo, 16086",26,662,No,7
Tomates,"Avenida de Bienvenida Baños 541
Lugo, 10031",83,142,No,1
Tomates,"Plaza de Mohamed Miralles 25 Apt. 12 
Palencia, 03010",90,646,Sí,5
Tomates,"Plaza Íñigo Fuentes 2
Guadalajara, 33120",90,682,Sí,4
Tomates,"Pasaje de Macarena Durán 24
Lugo, 38202",56,216,Sí,4
Tomates,"Vial de Felipa Esparza 86 Apt. 37 
Castellón, 35753",71,770,Sí,4
Tomates,"Ronda Manu Mateu 62
Pontevedra, 07030",61,786,Sí,1
Tomates,"Avenida Danilo Bustos 22
Navarra, 47350",13,940,Sí,3
Tomates,"Vial Nélida Sastre 50 Puerta 7 
Badajoz, 45987",71,625,Sí,2
Tomates,"C. de Nilda Perea 59
León, 37389",51,870,Sí,3
Tomates,"C. Aníbal Campillo 54 Apt. 00 
Barcelona, 08265",76,954,Sí,6
Tomates,"Urbanización Lorena Ródenas 33
Toledo, 23454",26,234,No,2
Tomates,"Camino de Prudencio Izquierdo 5
Guipúzcoa, 42930",90,907,Sí,6
Tomates,"Acceso Teresita Adán 82 Apt. 85 
Sevilla, 30284",70,972,No,3
Tomates,"Camino Ezequiel Ribes 1
Segovia, 13625",65,577,Sí,8
Tomates,"Callejón de Nilda Domingo 48
Santa Cruz de Tenerife, 40511",69,712,No,1
Tomates,"Cuesta de Emilio Olivares 248
Palencia, 50919",95,178,No,2
Tomates,"Plaza de Amelia Casanova 5
Pontevedra, 27781",4,599,Sí,5
Tomates,"Callejón Santiago Matas 8
Zaragoza, 39424",11,774,No,8
Tomates,"Plaza Armando Palomar 306
Girona, 43131",6,447,Sí,8
Tomates,"Rambla de Rafael Coca 737
Soria, 51001",67,735,No,2
Tomates,"Pasadizo de Marisol Alemán 319
Salamanca, 03471",66,805,Sí,1
Tomates,"Cuesta Rosario Lerma 54 Apt. 78 
Teruel, 46760",19,478,No,3
Tomates,"Callejón Jordana Marqués 76
Palencia, 31883",35,583,No,8
Tomates,"Vial de Dominga Cantón 16 Piso 2 
Murcia, 03805",61,603,Sí,1
Tomates,"Ronda de Isaac Roman 53 Apt. 35 
Álava, 10645",69,925,Sí,5
Tomates,"C. de Primitiva Heras 42
Cantabria, 47452",62,959,Sí,7
Tomates,"Cuesta de Ligia Canales 99 Puerta 2 
Albacete, 36751",53,444,Sí,4
Tomates,"C. Macaria Girona 62
Tarragona, 46086",6,516,No,5
Tomates,"Vial Ema Herranz 256
Barcelona, 51033",7,125,Sí,8
Tomates,"Callejón de Nerea Bastida 78
Guadalajara, 29024",97,682,No,5
Tomates,"Plaza Ciro Cazorla 407
Cáceres, 02206",66,340,Sí,3
Tomates,"Pasaje Heraclio Grande 6 Puerta 9 
Sevilla, 42858",57,742,No,3
Tomates,"Acceso de Édgar Guillén 47
Almería, 21720",23,121,Sí,3
Tomates,"Glorieta de Sebastián Páez 53
Soria, 05502",84,282,Sí,2
Tomates,"Acceso Wilfredo Villalonga 7 Piso 3 
Teruel, 03477",15,406,No,8
Tomates,"Calle Alejo Perelló 99 Piso 1 
Huesca, 21285",99,452,Sí,7
Tomates,"Acceso Úrsula Zamora 5 Puerta 2 
Toledo, 21465",59,107,No,3
Tomates,"Plaza de Candelas Tamarit 54 Puerta 8 
Zaragoza, 43170",61,378,No,5
Tomates,"Alameda Lorenzo Querol 92 Puerta 6 
Badajoz, 33892",3,586,No,3
Tomates,"Paseo Camila Ochoa 14
Barcelona, 21803",66,214,No,8
Tomates,"Camino Felipa Blanes 53
Álava, 15956",92,993,Sí,7
Tomates,"Urbanización Chus Frutos 68 Puerta 0 
Burgos, 32877",89,216,Sí,7
Tomates,"Pasadizo María Cabeza 74
Toledo, 28664",27,763,No,7
Tomates,"Glorieta Gervasio Gisbert 25
Asturias, 23596",21,487,No,4
Tomates,"Camino de Tomás Ramos 23 Puerta 8 
Valladolid, 29481",33,805,No,8
Tomates,"Plaza de Iris Gisbert 7
Zaragoza, 47784",31,237,Sí,6
Tomates,"Camino Gaspar Roman 51 Puerta 2 
Málaga, 20096",93,382,No,6
Tomates,"Acceso Leire Borrás 9
Castellón, 19781",17,744,No,7
Tomates,"Pasadizo de Juanita Alfonso 82
Cuenca, 04075",33,913,No,7
Tomates,"Urbanización de Fabiola Pera 4 Apt. 38 
Granada, 20769",35,158,No,8
Tomates,"Vial Amparo Portero 59 Apt. 77 
Lleida, 21995",87,766,No,7
Tomates,"Vial de Estefanía Sainz 25
Ávila, 08876",53,732,No,7
Tomates,"Calle de Rosario Carrera 95
Ourense, 08252",72,247,Sí,1
Tomates,"Callejón Nando Cases 35
Huesca, 35633",14,351,Sí,7
Tomates,"Glorieta de Gracia Aliaga 92
Valencia, 28028",79,675,Sí,7
Tomates,"Via Eduardo Gonzalez 69 Apt. 01 
Melilla, 34856",27,994,No,8
Tomates,"Cuesta Charo Borrás 245 Puerta 6 
Málaga, 48855",39,703,No,4
Tomates,"Ronda Eugenio Cueto 46 Piso 0 
Soria, 52000",60,999,No,6
Tomates,"Cañada de Inocencio Alsina 24
Zaragoza, 13936",97,941,No,4
Tomates,"Vial Maristela Gil 64
Granada, 21423",24,235,Sí,4
Tomates,"Avenida Amando Barragán 972 Puerta 6 
Ciudad, 10115",15,554,Sí,1
Tomates,"Paseo de Macaria Rosado 701
Barcelona, 18133",15,158,Sí,4
Tomates,"Plaza Heraclio Herrera 98 Puerta 0 
Soria, 46505",17,868,No,5
Tomates,"Ronda Noé Palomares 51
Cantabria, 05889",17,711,Sí,8
Tomates,"Alameda Vicente Flores 54
Castellón, 09750",21,457,No,5
Tomates,"Cañada de Maricruz Torrents 670
Málaga, 35931",36,767,Sí,7
Tomates,"Paseo Dominga Fajardo 560
Tarragona, 04352",96,108,Sí,8
Tomates,"Cuesta Victor Manuel Galvez 955 Piso 0 
Madrid, 07879",87,498,Sí,4
Tomates,"Rambla de Adelardo Alcaraz 74
Málaga, 26420",8,339,Sí,1
Tomates,"Pasadizo de Goyo Abellán 952
Barcelona, 36782",66,401,No,3
Tomates,"Calle de Alba Manzano 57
Álava, 49571",73,848,Sí,5
Tomates,"Cuesta de Maximino Ferrández 6
Alicante, 29994",9,658,No,1
Tomates,"Cuesta Hernán Aguiló 72 Piso 9 
Teruel, 22530",79,273,No,1
Tomates,"Pasaje Adelia Arce 20 Piso 1 
La Rioja, 09410",52,765,No,4
Tomates,"Callejón de Edgardo Piña 36
Badajoz, 16116",24,308,No,5
Tomates,"Paseo de Tomás Caballero 94
Alicante, 06197",73,904,Sí,5
Tomates,"Calle de Valentín Martorell 59
Ceuta, 08823",93,164,Sí,8
Tomates,"Pasadizo Abel Godoy 38
Granada, 25329",35,798,Sí,6
Tomates,"Ronda de Fabiana Vilalta 31 Apt. 35 
Asturias, 41518",97,449,Sí,7
Tomates,"Paseo de Trinidad Rios 93
Córdoba, 23209",88,570,No,7
Tomates,"Ronda Toribio Lozano 15 Piso 2 
Toledo, 02861",28,741,No,8
Tomates,"Ronda Paco Guerrero 81
Valencia, 48588",15,818,Sí,8
Tomates,"Cuesta Pilar Cámara 668
Ciudad, 32281",53,622,Sí,6
Tomates,"Pasadizo Zoraida Barberá 63 Apt. 72 
Madrid, 49635",36,152,No,5
Tomates,"Callejón de Fabio Martí 80 Apt. 81 
Ávila, 06597",80,926,No,1
Tomates,"Calle Jordana Bayón 59 Piso 8 
Toledo, 19755",72,490,Sí,4
Tomates,"Alameda Paola Expósito 4 Piso 8 
Cáceres, 01166",33,226,No,8
Tomates,"Alameda Cayetano Ferrera 3
Santa Cruz de Tenerife, 21713",53,677,No,8
Tomates,"Pasadizo María Teresa Santamaría 30 Puerta 8 
Ávila, 01896",53,538,No,4
Tomates,"Vial Sandra Martorell 70 Puerta 9 
Salamanca, 14985",76,164,Sí,5
Tomates,"Camino de Cloe Muro 81 Apt. 78 
Soria, 22244",20,127,Sí,3
Tomates,"Rambla de Benita Juárez 42 Piso 5 
Castellón, 49493",99,546,No,4
Tomates,"Avenida de Hilario Ayuso 9 Piso 8 
Vizcaya, 39787",55,488,Sí,6
Tomates,"Urbanización de Caridad Belmonte 2
Sevilla, 27228",26,465,No,5
Tomates,"Rambla de Aníbal Garzón 54 Puerta 3 
Las Palmas, 34629",61,739,No,3
Tomates,"Via Micaela Chacón 28
Huesca, 17441",99,661,Sí,6
Tomates,"Avenida de Maristela Villar 576
Ourense, 13706",12,798,No,1
Tomates,"Rambla Íñigo Lledó 25 Puerta 0 
Almería, 38894",63,146,Sí,7
Tomates,"C. de Roldán Rincón 486
Burgos, 06654",17,385,No,1
Tomates,"Avenida Graciana Barranco 69 Piso 1 
Santa Cruz de Tenerife, 14005",27,616,No,2
Tomates,"Camino de Godofredo Dalmau 3 Puerta 4 
Cáceres, 24961",95,641,Sí,4
Tomates,"Rambla de Filomena Mora 69
Jaén, 32147",62,354,No,3
Tomates,"Glorieta de Evangelina Camacho 5 Puerta 2 
Sevilla, 04573",56,682,No,2
Tomates,"Vial de Esmeralda Jimenez 79 Puerta 5 
La Rioja, 27290",83,428,Sí,8
Tomates,"Avenida Cosme Iborra 57 Piso 2 
Almería, 42283",2,937,No,7
Tomates,"Via de Asdrubal Iglesias 67 Apt. 33 
Burgos, 51431",61,155,Sí,4
Tomates,"Calle de Serafina Gil 9
Zaragoza, 14552",93,395,Sí,1
Tomates,"Acceso de Constanza Bilbao 57
La Rioja, 14475",1,811,No,1
Tomates,"Paseo Carmelo Noriega 30
León, 03108",10,916,No,4
Tomates,"Via Teodora Quintana 19 Apt. 59 
Guadalajara, 32773",38,405,Sí,6
Tomates,"Callejón de Febe Juliá 62
Granada, 50210",96,805,Sí,4
Tomates,"Acceso de Jenaro Sarabia 87
Salamanca, 32868",26,210,Sí,6
Tomates,"Callejón de Matilde Clavero 4
Melilla, 36479",47,265,No,8
